proposal_id,pi,count,prog_code
13348,"De Luca, Andrea",2,cce
13349,"Fan, Xiaohui",6,cb9
13350,"Fruchter, Andrew S.",15,ccx
13352,"Malkan, Matthew A.",785,cdx
13356,"McGreer, Ian",3,cbg
13357,"Radburn-Smith, David J.",32,cc3
13359,"Lennon, Daniel J.",30,c9r
13360,"Jha, Saurabh W.",3,cb4
13361,"Blair, William P.",4,cae
13364,"Calzetti, Daniela",375,cdm
13366,"de Jong, Roelof S.",40,c9l
13370,"Georgiev, Iskren Y.",7,c8q
13371,"Gezari, Suvi",2,c8g
13374,"Mackey, Dougal",16,c7y
13375,"Mackey, Dougal",56,c97
13376,"McQuinn, Kristen B W",16,c9z
13378,"Milisavljevic, Dan",1,cbq
13379,"Milone, Antonino Paolo",16,cb7
13384,"Riechers, Dominik A.",3,cbs
13386,"Rodney, Steve",84,ca9
13389,"Siana, Brian",36,cda
13392,"Sugerman, Ben E. K.",6,c8s
13393,"Zaritsky, Dennis",60,c8h
13399,"Cooray, Asantha R",10,c86
13401,"Fransson, Claes",38,cd6
13403,"Grosso, Nicolas",12,c8j
13405,"Kirshner, Robert P.",2,cd5
13407,"Martin, Crystal Linn",2,c8t
13409,"Mushotzky, Richard",16,c9g
13410,"Pallanca, Cristina",52,caj
13411,"Rujopakarn, Wiphu",5,c98
13412,"Schrabback, Tim",46,ccd
13413,"Sheth, Kartik",8,cc5
13416,"van den Bosch, Remco",3,c7z
13417,"Bennett, David P.",9,c9i
13418,"Apai, Daniel",95,cdg
13419,"Bally, John",15,caz
13420,"Barro, Guillermo",112,cat
13422,"Canning, Rebecca E. A.",8,cbf
13425,"Feng, Hua",5,c8e
13428,"Gelino, Christopher R.",4,cal
13433,"Maund, Justyn Robert",5,c7s
13435,"Monelli, Matteo",57,cb0
13437,"Rigby, Jane R.",6,c9q
13441,"Tomasino, Rachael",1,c9d
13442,"Tully, R. Brent",90,c9v
13443,"van der Marel, Roeland P.",28,c7v
13445,"Bloom, Joshua S.",24,caq
13446,"de Mink, Selma E.",4,cct
13449,"Geha, Marla C.",40,ccs
13457,"Sahu, Kailash C.",11,cdl
13458,"Sahu, Kailash C.",14,c7m
13459,"Treu, Tommaso L.",228,ca5
13461,"Williams, Benjamin F.",8,c8d
13463,"Sahu, Kailash C.",256,c8x
13464,"Sahu, Kailash C.",3,cdk
13466,"Sahu, Kailash C.",2,cdc
13467,"Bean, Jacob L.",2541,ccz
13468,"Bond, Howard E.",2,ca1
13470,"Chaname, Julio",80,ccn
13476,"Kallivayalil, Nitya",120,cc2
13477,"Kochanek, Chris S.",13,c85
13479,"Levan, Andrew James",2,cbl
13480,"Levan, Andrew James",6,cbm
13482,"Lundgren, Britt Fisher",36,cbw
13483,"Oestlin, Goeran",82,cdb
13490,"Surace, Jason A.",26,c9h
13493,"Schrabback, Tim",22,cb8
13495,"Lotz, Jennifer",192,c8n
13496,"Lotz, Jennifer",190,c8o
13497,"Tanvir, Nial Rahil",4,c81
13498,"Lotz, Jennifer",141,c8m
13504,"Lotz, Jennifer",142,cdu
13505,"Milisavljevic, Dan",4,cdt
13506,"Wilkes, Belinda J.",3,cfr
13507,"Worrall, Diana M.",2,cfq
13510,"Weisskopf, Martin C.",4,cgt
13511,"Heida, Marianne",1,cef
13513,"Comerford, Julia",24,cdw
13514,"Pacaud, Florian",4,cfn
13515,"Binder, Breanna",13,cfp
13517,"Malkan, Matthew A.",423,cdy
13563,"Hilbert, Bryan",2,cfh
13570,"Kozhurina-Platais, Vera",9,ch8
13571,"Riess, Adam",28,cgz
13572,"Long, Knox S.",6,cgk
13573,"Long, Knox S.",2,cfs
13574,"Baggett, Sylvia M.",1,chd
13575,"Deustua, Susana E.",13,ch3
13576,"Deustua, Susana E.",4,chg
13579,"Brammer, Gabriel",32,ch4
13580,"Brammer, Gabriel",24,ch5
13582,"Pirzkal, Norbert",12,ch9
13583,"McCullough, Peter",10,cgu
13592,"Chiaberge, Marco",6,cfm
13596,"Coe, Dan",21,ce5
13599,"Bohlin, Ralph C.",1,cga
13603,"Chiaberge, Marco",3,ch0
13606,"Anderson, Jay",36,chi
13611,"Tanvir, Nial Rahil",9,cgj
13613,"Kochanek, Chris S.",12,chm
13614,"Vieira, Joaquin",6,chq
13621,"Goobar, Ariel",17,chy
13623,"Levay, Zolt",18,chx
13626,"Lawrence, Stephen S.",30,ci2
13639,"Bayliss, Matthew",2,coo
13640,"Buenzli, Esther",5,cje
13641,"Capak, Peter Lawrence",56,cow
13642,"Miller, Jon Matthew",3,ckq
13643,"Duchene, Gaspard",12,cjg
13644,"Fan, Xiaohui",2,con
13645,"Fan, Xiaohui",14,cnn
13646,"Foley, Ryan",28,ck4
13647,"Foley, Ryan",24,cjf
13648,"Fox, Ori Dosovitz",3,cnj
13653,"Griffith, Caitlin Ann",85,cov
13655,"Hayes, Matthew James",5,cmc
13656,"Hayes, Matthew James",3,cme
13657,"Kartaltepe, Jeyhan",60,cor
13659,"Sandstrom, Karin Marie",162,cnl
13661,"Auger, Matthew",28,cjo
13662,"Barth, Aaron J.",4,coe
13665,"Benneke, Bjorn",771,co5
13666,"Bradac, Marusa",3,ckd
13669,"Carollo, Marcella",43,cjl
13671,"Ebeling, Harald",55,coz
13673,"Kalirai, Jason",8,ck3
13674,"Kaplan, David L.",15,clk
13676,"Meyer, Eileen T",17,ckz
13677,"Perlmutter, Saul",263,cn1
13678,"Riess, Adam",43,cir
13680,"Sabbi, Elena",6,ckk
13681,"van Dokkum, Pieter",4,cjb
13682,"van Dokkum, Pieter",30,cjr
13683,"Van Dyk, Schuyler D.",6,ciw
13684,"Van Dyk, Schuyler D.",4,civ
13686,"Riess, Adam",53,ciu
13687,"Beifiori, Alessandra",6,cmj
13688,"Castellano, Marco",14,cms
13689,"Diamond-Stanic, Aleksandar M.",24,cnp
13690,"Diaz-Santos, Tanio",26,com
13691,"Freedman, Wendy L.",358,cnw
13695,"Holwerda, Benne Willem",110,clt
13696,"Holwerda, Benne Willem",12,cnc
13698,"Lyman, Joseph",10,clg
13699,"Martin, Nicolas",67,cn8
13701,"Mihos, Chris",26,ck8
13702,"Oey, Sally",4,clm
13705,"Patience, Jenny",2,cjz
13710,"Rosenfield, Philip A.",18,cj2
13711,"Saha, Abhijit",332,cmd
13717,"Wang, Lifan",1,cnf
13718,"Wardlow, Julie",11,cjj
13723,"Elmegreen, Bruce",6,cof
13724,"Henry, Todd J.",36,cp5
13727,"Kalirai, Jason",8,ck0
13729,"Lawrence, Andy",12,ck5
13731,"Meyer, Eileen T",4,cl4
13732,"Nierenberg, Anna",12,co2
13733,"Peroux, Celine",10,cop
13735,"Sand, David J.",4,cmo
13737,"Shappee, Benjamin John",24,coy
13738,"Shaya, Edward J.",12,cng
13739,"Skillman, Evan D.",160,cnb
13740,"Stern, Daniel K",82,cou
13741,"Storchi-Bergmann, Thaisa",5,cln
13742,"Tan, Jonathan Charles",20,cni
13743,"Thilker, David",22,co4
13745,"Tollerud, Erik",4,clj
13746,"Walker, Matthew G.",9,cna
13747,"Webb, Tracy",12,clq
13748,"Bedin, Luigi R.",67,cmw
13750,"Cannon, John Michael",36,cnm
13751,"De Luca, Andrea",1,cn9
13755,"Greene, Jenny Emma",50,cml
13756,"Jha, Saurabh W.",6,cmt
13757,"Jha, Saurabh W.",14,cmu
13758,"Koch, Andreas",35,cp0
13762,"McGreer, Ian",3,cmq
13763,"Megeath, Tom",20,ckw
13765,"Peterson, Bradley M",24,cjs
13767,"Trenti, Michele",1574,cph
13768,"Weisz, Daniel R.",110,cm9
13770,"Do, Tuan",16,cm7
13771,"Lennon, Daniel J.",37,cm4
13772,"Weisskopf, Martin C.",4,cp3
13773,"Chandar, Rupali",32,cnk
13777,"Gregg, Michael D.",20,cnv
13779,"Malhotra, Sangeeta",325,coi
13782,"Milisavljevic, Dan",6,cju
13785,"Reddy, Naveen A.",16,ckl
13787,"Smith, Nathan",5,ckj
13790,"Rodney, Steve",87,cl3
13792,"Bouwens, Rychard",32,cnq
13793,"Bowler, Rebecca A A",17,clo
13799,"Modjaz, Maryam",4,co0
13802,"Luhman, Kevin",4,cit
13804,"McQuinn, Kristen B W",28,cmx
13808,"Nota, Antonella",1,ckn
13809,"Lu, Jessica Ryan",4,cmz
13810,"Kirshner, Robert P.",2,clf
13813,"Farrell, Sean A.",2,cn3
13816,"Bentz, Misty C.",14,cno
13817,"Brown, Thomas M.",9,ckb
13819,"Dupuy, Trent J.",6,cj7
13821,"Fabian, Andrew C.",3,cle
13822,"Folatelli, Gaston",2,cly
13823,"Gobat, Raphael",9,cmm
13824,"Kerzendorf, Wolfgang E",16,cl0
13825,"Maund, Justyn Robert",2,cj6
13826,"Robberto, Massimo",104,col
13830,"Tanvir, Nial Rahil",21,cn2
13831,"Tanvir, Nial Rahil",20,cm5
13834,"van der Marel, Roeland P.",32,cmk
13839,"Farina, Emanuele Paolo",4,clh
13842,"Hamann, Fred",10,cl9
13844,"Lehmer, Bret",6,cl8
13845,"Muzzin, Adam",40,ckt
13847,"Sahu, Kailash C.",8,cpc
13848,"de Mink, Selma E.",2,cog
13850,"Sahu, Kailash C.",2,cp6
13851,"Bond, Howard E.",5,cj4
13853,"Cenko, Stephen Bradley",5,csg
13856,"Crnojevic, Denija",60,cnu
13857,"Dalcanton, Julianne",14,cnh
13858,"De Cia, Annalisa",8,cm2
13860,"Gennaro, Mario",13,ckh
13867,"Kasliwal, Mansi",4,cny
13868,"Kocevski, Dale D.",25,cp9
13869,"Levan, Andrew James",2,cl5
13871,"Oesch, Pascal",18,cka
13872,"Oesch, Pascal",120,cn6
13876,"Bond, Howard E.",2,cjx
13926,"Levay, Zolt",8,ck9
13929,"Riess, Adam",36,cmp
13935,"Bond, Howard E.",6,cpd
13939,"Miller, Jon Matthew",4,cry
13940,"Brorby, Matt",4,crd
13941,"Troja, Eleonora",2,cs2
13942,"Peacock, Mark B.",4,cpy
13943,"Reines, Amy E.",24,crv
13944,"Greene, Jenny Emma",1,crt
13945,"Meyer, Eileen T",8,crg
13946,"Ojha, Roopesh",1,cs1
13949,"Levan, Andrew James",9,cs8
13950,"Fruchter, Andrew S.",4,csb
13951,"Fruchter, Andrew S.",5,csd
13955,"Chiaberge, Marco",6,cqp
13959,"Coe, Dan",32,cr5
13962,"Bohlin, Ralph C.",2,cr6
14012,"Gosmeyer, Catherine",1,cqu
14015,"Long, Knox S.",9,crq
14016,"Long, Knox S.",3,crr
14018,"Baggett, Sylvia M.",2,cr3
14021,"Deustua, Susana E.",8,crw
14022,"Deustua, Susana E.",6,csf
14023,"Pirzkal, Norbert",24,cqv
14024,"Pirzkal, Norbert",24,cqw
14031,"Kozhurina-Platais, Vera",32,cqx
14037,"Lotz, Jennifer",144,cqt
14038,"Lotz, Jennifer",146,csz
14039,"Levay, Zolt",16,cs7
14041,"Kelly, Patrick",64,csc
14043,"Bauer, Franz",1,csi
14047,"Reines, Amy E.",2,csu
14049,"Kochanek, Chris S.",12,csp
14050,"Kreidberg, Laura",538,cso
14051,"Radigan, Jacqueline",4,csm
14052,"Cushing, Michael C.",14,csq
14055,"Levan, Andrew James",2,cst
14056,"Levay, Zolt",12,csv
14057,"Grise, Fabien",12,ct0
14059,"Soria, Roberto",4,ct4
14060,"Soria, Roberto",4,ct3
14061,"Ferraro, Francesco R.",4,ct2
14062,"Riess, Adam",26,ct7
14063,"Proffitt, Charles R.",5,ct8
14066,"Adamo, Angela",16,cx1
14067,"Ahn, Chris",2,ctv
14068,"Barrows, Robert Scott",30,cw2
14069,"Bastian, Nate",13,cz6
14072,"Boyer, Martha L.",80,cyx
14073,"Boyer, Martha L.",62,cyj
14074,"Cohen, Roger",80,cx3
14075,"Fox, Ori Dosovitz",9,cuo
14078,"Hargis, Jonathan",12,cuz
14079,"Hayes, Matthew James",12,ctd
14083,"Perez-Fournon, Ismael",12,cu4
14088,"Vanzella, Eros",7,cxk
14091,"Barth, Aaron J.",3,cuk
14093,"Berg, Danielle",4,cyu
14095,"Brammer, Gabriel",33,cvz
14096,"Coe, Dan",648,czg
14098,"Ebeling, Harald",93,czp
14108,"Salzer, John J.",2,cxs
14109,"Shen, Yue",21,cva
14110,"Sing, David K.",89,cwc
14114,"van Dokkum, Pieter",57,cxe
14115,"Van Dyk, Schuyler D.",4,cvy
14116,"Van Dyk, Schuyler D.",5,cw7
14118,"Bedin, Luigi R.",186,ctj
14119,"Bianchi, Luciana C.",45,cyr
14122,"Christensen, Lise",20,cx0
14124,"Correnti, Matteo",2,cy9
14125,"Darnley, Matthew James",20,cz0
14126,"Edwards, Zachary",1,cxh
14127,"Fumagalli, Michele",55,cwz
14131,"Orlitova, Ivana",12,czm
14142,"Albert, Loic",102,cz5
14146,"Lawrence, Stephen S.",14,cu0
14147,"Dong, Hui",2,cvm
14148,"Egami, Eiichi",6,czk
14149,"Filippenko, Alex V.",26,cuq
14150,"Fraser, Morgan",4,cy1
14153,"Hughes, John P.",8,cz1
14155,"Kalirai, Jason",4,cyf
14156,"Leroy, Adam",11,cyq
14157,"Luhman, Kevin",9,ctz
14158,"Meyer, Eileen T",7,cw5
14159,"Meyer, Eileen T",3,cw6
14160,"OMeara, John M.",21,cwa
14162,"Poppenhaeger, Katja",3,cv1
14163,"Rigault, Mickael",72,cua
14164,"Sarajedini, Ata",132,cw8
14165,"Seitz, Stella",8,cz7
14166,"Shappee, Benjamin John",16,czj
14167,"Shaya, Edward J.",6,cuh
14169,"Wakeford, Hannah",84,cyd
14170,"Wuyts, Eva",10,cvf
14172,"Bowler, Brendan",12,cvn
14174,"Goudfrooij, Paul",4,cza
14175,"Goudfrooij, Paul",40,cz9
14178,"Malkan, Matthew A.",1050,d1k
14181,"Megeath, Tom",115,czc
14182,"Puzia, Thomas H.",107,cwr
14183,"Rangelov, Blagoy",4,cws
14185,"Wang, Ran",12,cyp
14186,"Arab, Heddy",8,cxc
14187,"Baldassare, Vivienne",4,cyv
14188,"Biller, Beth",7,cv3
14189,"Bolton, Adam S.",21,cv2
14191,"Cole, Andrew A.",16,cto
14197,"Johnson, Christian",4,czd
14199,"Kelly, Patrick",102,cur
14200,"Ma, Jingzhe",6,cwu
14202,"Milisavljevic, Dan",3,cvc
14204,"Milone, Antonino Paolo",32,cu8
14205,"Newman, Andrew B.",6,cvx
14206,"Riess, Adam",70,ctn
14208,"Rodney, Steve",16,cxz
14209,"Siana, Brian",36,cu1
14210,"Smith, Russell Julian",4,cvt
14212,"Stapelfeldt, Karl",75,czf
14213,"Tremblay, Pier-Emmanuel",2,cwg
14215,"Trujillo, Ignacio",2,ctt
14216,"Kirshner, Robert P.",116,cxo
14218,"Berta-Thompson, Zach K.",41,cz4
14219,"Blakeslee, John P.",68,cv4
14220,"Dupuy, Trent J.",16,cvo
14223,"Frye, Brenda Louise",12,cv7
14224,"Gallart, Carme",16,cy2
14226,"Maund, Justyn Robert",3,cuc
14227,"Papovich, Casey",132,cxt
14230,"Rigby, Jane R.",18,cwx
14233,"Schneider, Adam",26,cv6
14234,"Simon, Joshua D.",14,cxu
14235,"Sohn, Sangmo Tony",61,cx6
14236,"Sohn, Sangmo Tony",8,cwl
14237,"Tanvir, Nial Rahil",13,cy3
14239,"Tremonti, Christy A.",6,cxm
14241,"Apai, Daniel",347,cyt
14244,"Foley, Ryan",5,cz8
14249,"Mignani, Roberto",12,cx5
14251,"Reines, Amy E.",33,cuu
14252,"Strazzullo, Veronica",9,cvg
14253,"Takats, Katalin",4,cxd
14254,"Treu, Tommaso L.",16,cud
14256,"Biretta, John A.",3,cxy
14258,"Bond, Howard E.",23,d28
14259,"Crnojevic, Denija",44,cwk
14260,"Deming, Drake",1083,cy0
14262,"Jahnke, Knud",21,cw4
14266,"Kochanek, Chris S.",5,cu6
14268,"Lehner, Nicolas",68,cxv
14269,"Lehner, Nicolas",14,cwi
14270,"Levan, Andrew James",5,dff
14276,"Stanway, Elizabeth R.",3,cxf
14327,"Perlmutter, Saul",244,cwb
14329,"Weisskopf, Martin C.",4,czl
14330,"Bedin, Luigi R.",12,cte
14333,"Kirshner, Robert P.",2,cxg
14335,"Kuepper, Andreas H.W.",6,cu3
14336,"Brown, Thomas M.",9,cu5
14337,"Dupuy, Trent J.",6,cvp
14343,"Kallivayalil, Nitya",64,cxx
14346,"Kochanek, Chris S.",3,cwn
14351,"Chomiuk, Laura",3,d02
14352,"Hlavacek-Larrondo, Julie",8,czw
14353,"Fruchter, Andrew S.",8,d2t
14356,"Plotkin, Richard M.",5,d1o
14357,"Troja, Eleonora",6,d1u
14358,"Assef, Roberto",6,d1j
14359,"Williams, Brian",2,d21
14361,"Sun, Ming",7,d22
14362,"Johnson, Lucas",12,d1w
14364,"Romani, Roger",1,d1z
14381,"Long, Knox S.",16,d1s
14384,"Deustua, Susana E.",2,d24
14385,"Pirzkal, Norbert",24,d2p
14386,"Pirzkal, Norbert",24,d2q
14388,"Deustua, Susana E.",7,d2i
14393,"Kozhurina-Platais, Vera",55,d1x
14394,"Riess, Adam",20,d1m
14398,"Chiaberge, Marco",6,d1y
14402,"Coe, Dan",24,d0q
14425,"Proffitt, Charles R.",4,d23
14448,"Sahu, Kailash C.",1,d07
14455,"Petigura, Erik",187,d34
14456,"Brodwin, Mark",48,d39
14459,"Bouwens, Rychard",4,d2x
14463,"McCollum, Bruce",6,d2y
14465,"Tan, Jonathan Charles",10,d31
14466,"Orlitova, Ivana",3,d32
14468,"Mikal-Evans, Thomas",84,d2w
14483,"Levan, Andrew James",6,dnw
14484,"Chambers, Kenneth",3,d3i
14487,"Sugerman, Ben E. K.",10,d3q
14494,"Tan, Jonathan Charles",16,d40
14495,"Sobral, David",4,d3y
14496,"Newman, Andrew B.",3,d3w
14497,"Smit, Renske",3,d41
14500,"de Wit, Julien",74,d43
14501,"Kim, Hyosun",2,d44
14502,"Levan, Andrew James",1,d48
14507,"Chiaberge, Marco",6,d4e
14511,"Coe, Dan",22,d57
14528,"Kelly, Patrick",10,d4q
14543,"Pirzkal, Norbert",24,dcn
14544,"Pirzkal, Norbert",26,dco
14550,"Kozhurina-Platais, Vera",10,dcm
14593,"Bastian, Nate",3,d78
14594,"Bielby, Rich",144,d7h
14595,"Da Rio, Nicola",9,d7c
14596,"Fan, Xiaohui",4,d7a
14606,"Simmons, Brooke Devlin",100,d95
14607,"Troja, Eleonora",3,d7d
14608,"Zakamska, Nadia L",22,d9y
14610,"Dalcanton, Julianne",351,db6
14611,"Graur, Or",39,d69
14613,"Lu, Jessica Ryan",2,d8h
14614,"Mauerhan, Jon",4,d6u
14618,"Shara, Michael",106,d5o
14620,"Trainor, Ryan F",20,d7l
14622,"Whitaker, Katherine E.",24,d66
14624,"Arce, Hector G.",8,da7
14626,"Barsony, Mary",18,d8y
14630,"Collett, Thomas E.",7,d8o
14632,"Erb, Dawn K.",1,d8w
14636,"Karachentsev, Igor Dmitrievich",40,d89
14638,"Long, Knox S.",9,d6o
14642,"Stevenson, Kevin",167,d8v
14643,"van Dokkum, Pieter",16,d5g
14644,"van Dokkum, Pieter",44,d5h
14645,"Van Dyk, Schuyler D.",9,d97
14648,"Riess, Adam",71,d5d
14649,"Alatalo, Katherine Anne",53,das
14652,"Holwerda, Benne Willem",8,d8d
14653,"Lowenthal, James",44,d85
14654,"Milne, Peter",23,d92
14656,"Orlitova, Ivana",4,dac
14658,"Peng, Eric W.",32,d9r
14660,"Straka, Lorrie",5,d8e
14662,"Bedin, Luigi R.",195,d80
14663,"Wang, Lifan",6,d8b
14664,"Beatty, Thomas G.",763,da3
14666,"Casertano, Stefano",32,daz
14667,"Chen, Hsiao-Wen",5,d6a
14668,"Filippenko, Alex V.",56,d96
14669,"Hlavacek-Larrondo, Julie",2,d77
14671,"Meyer, Eileen T",2,d7w
14675,"Roman-Duval, Julia Christine",223,da9
14676,"Sand, David J.",4,d6d
14677,"Schrabback, Tim",63,d81
14678,"Shappee, Benjamin John",8,d6v
14680,"Tan, Jonathan Charles",18,d6l
14682,"Benneke, Bjorn",1308,dax
14685,"Fong, Wen-fai",6,dav
14686,"Fontanive, Clemence",4,dau
14688,"Goudfrooij, Paul",4,d6f
14689,"Gouliermis, Dimitrios",108,d73
14695,"Megeath, Tom",4,d7z
14696,"Perlman, Eric S.",1,d7x
14697,"Pogge, Richard W.",24,d8m
14699,"Sobral, David",17,d8l
14700,"Sugerman, Ben E. K.",18,d6h
14701,"Trenti, Michele",1,d7u
14704,"Conroy, Charlie",136,d8f
14706,"Glikman, Eilat",42,d5k
14707,"Massey, Philip Louis",31,d58
14709,"Mazur, Brian",12,dae
14710,"Milone, Antonino Paolo",32,d6i
14711,"Rich, R. Michael",8,d7n
14715,"Alatalo, Katherine Anne",9,d8n
14716,"Annibali, Francesca",6,da1
14717,"Arcavi, Iair",13,dah
14718,"Becker, George D.",8,d5r
14719,"Best, Philip N.",18,d5i
14720,"Chelouche, Doron",4,da4
14721,"Conselice, Christopher",11,d6p
14722,"Croft, Steve",5,d5s
14723,"Dalessandro, Emanuele",3,d6q
14724,"Degenaar, Nathalie",3,d6r
14725,"Dieball, Andrea",2,d7j
14726,"Dotter, Aaron L.",10,d8s
14727,"Duc, Pierre-Alain",16,d6s
14728,"Gallagher, John S.",13,da6
14730,"Goulding, Andrew",3,d6t
14732,"Hogg, James Andrew",6,da8
14734,"Kallivayalil, Nitya",164,dan
14739,"Liu, Guilin",2,dag
14740,"Marrone, Daniel",6,d6w
14742,"Nguyen, Dieu D.",3,d7k
14743,"Nicholl, Matt",3,d5t
14745,"Posselt, Bettina",1,d75
14747,"Robertson, Brant",20,d6y
14748,"Romanowsky, Aaron",5,db4
14750,"Wang, Tao",4,d8q
14753,"Fransson, Claes",2,dad
14754,"Martin, Crystal Linn",20,d98
14758,"Berta-Thompson, Zach K.",430,dap
14759,"Brown, Thomas M.",9,d6e
14760,"Cai, Zheng",18,d93
14763,"Maund, Justyn Robert",3,d5p
14766,"Simon, Joshua D.",48,d9w
14767,"Sing, David K.",490,d9m
14769,"Sohn, Sangmo Tony",8,d68
14770,"Sohn, Sangmo Tony",8,d6m
14771,"Tanvir, Nial Rahil",15,d8c
14773,"Brown, Thomas M.",4,d88
14774,"Dupuy, Trent J.",8,d6b
14775,"van der Marel, Roeland P.",11,d70
14776,"Dupuy, Trent J.",18,d8a
14779,"Graham, Melissa Lynn",72,d76
14783,"Sahu, Kailash C.",12,daj
14785,"van Velzen, Sjoert",22,d8r
14786,"Williams, Benjamin F.",36,d9g
14792,"Bean, Jacob L.",208,d83
14794,"Bond, Howard E.",4,d5w
14796,"Crnojevic, Denija",81,d7e
14800,"Fesen, Robert A.",5,d7o
14801,"Fesen, Robert A.",2,d6g
14804,"Levan, Andrew James",8,dp7
14805,"Levan, Andrew James",2,df8
14807,"Sabbi, Elena",20,d5e
14808,"Suzuki, Nao",78,ddq
14814,"Tendulkar, Shriharsh",6,d4v
14830,"Proffitt, Charles R.",4,dd6
14840,"Bellini, Andrea",151,dba
14844,"Kochanek, Chris S.",6,dc2
14845,"Boyer, Martha L.",4,dc6
14846,"Romanowsky, Aaron",6,dcs
14847,"Karovska, Margarita",2,dc5
14849,"Perlman, Eric S.",7,dcr
14850,"Troja, Eleonora",6,dd0
14852,"Lehmer, Bret",4,dch
14862,"Goobar, Ariel",36,dd4
14868,"Riess, Adam",17,ddh
14870,"Deustua, Susana E.",6,ddi
14872,"Kelly, Patrick",11,ddd
14873,"de Wit, Julien",360,dde
14876,"Banados, Eduardo",6,ddx
14881,"Anderson, Jay",8,ddk
14883,"Deustua, Susana E.",2,ddn
14886,"Smith, Russell Julian",2,de0
14887,"Benneke, Bjorn",95,de7
14888,"Dittmann, Jason A.",149,de4
14890,"Tendulkar, Shriharsh",4,de6
14892,"McCollum, Bruce",3,de5
14895,"Bouwens, Rychard",15,ddu
14896,"Bayliss, Matthew",9,de1
14898,"Greene, Jenny Emma",30,de2
14899,"DAndrea, Chris",2,ddp
14901,"Levan, Andrew James",2,dec
14905,"Lin, Dacheng",2,dee
14908,"Zappacosta, Luca",1,ded
14911,"Fall, Michael",40,dem
14913,"Mutchler, Max",18,ddt
14915,"Kreidberg, Laura",94,dey
14916,"Spake, Jessica",84,dex
14918,"Wakeford, Hannah",210,deu
14920,"Boizelle, Benjamin",2,deo
14922,"Kelly, Patrick",10,det
14923,"Oestlin, Goeran",3,dew
14924,"Seth, Anil C.",12,des
14925,"Foley, Ryan",12,der
14926,"Buie, Marc W.",3,df0
14927,"Hu, Renyu",125,df6
14937,"Rodruck, Michael",4,dgv
14938,"Gowardhan, Avani",3,dfx
14949,"Chiaberge, Marco",6,dg3
14953,"Coe, Dan",22,dfw
14992,"Deustua, Susana E.",2,dor
14993,"Pirzkal, Norbert",6,dpn
14994,"Pirzkal, Norbert",6,dpo
15000,"Kozhurina-Platais, Vera",9,do7
15061,"Bastian, Nate",4,dio
15062,"Bastian, Nate",16,dj9
15063,"Bernard, Edouard",32,dkf
15064,"Casey, Caitlin M.",26,djb
15065,"Cohen, Roger",36,dig
