proposal_id,pi,count,prog_code
15069,"Fisher, Deanne B",24,dlh
15074,"Heida, Marianne",1,dgw
15077,"Jones, Tucker",32,diu
15078,"Larsen, Soeren S.",1,djv
15079,"Manara, Carlo F.",2,dli
15081,"Robinson, Andrew",8,dlr
15082,"Robinson, Andrew",10,dlj
15083,"Rodruck, Michael",14,dle
15085,"Simcoe, Robert Andrew",18,dll
15086,"Soria, Roberto",7,djn
15087,"Stierwalt, Sabrina",30,dml
15089,"Troja, Eleonora",8,dlk
15096,"Bedin, Luigi R.",136,dho
15100,"Cooke, Jeff",24,dnb
15101,"Dahle, Haakon",15,dl9
15103,"De Barros, Stephane",30,dhr
15105,"Holwerda, Benne Willem",35,dj0
15106,"Holwerda, Benne Willem",4,din
15107,"Holwerda, Benne Willem",24,dne
15109,"Kreidberg, Laura",64,dge
15113,"Saha, Abhijit",304,dgq
15114,"Sanchez-Janssen, Ruben",6,dnk
15115,"Silverman, John David",32,dnl
15117,"Steinhardt, Charles Louis",480,dm9
15118,"Trakhtenbrot, Benny",12,dhq
15121,"Zaritsky, Dennis",8,dha
15123,"Barth, Aaron J.",2,dk8
15129,"Burke, Christopher J.",204,dme
15132,"Ebeling, Harald",96,dkl
15133,"Erwin, Peter",168,dkv
15134,"Mikal-Evans, Thomas",830,dm0
15135,"Mikal-Evans, Thomas",156,di8
15137,"Jiang, Linhua",12,dix
15138,"Jontof-Hutter, Daniel",182,dj2
15140,"Lunnan, Ragnhild",22,dh1
15141,"Megeath, Tom",14,dmc
15145,"Riess, Adam",288,dgg
15146,"Riess, Adam",6,di5
15148,"Stapelfeldt, Karl",5,dkk
15149,"Teachey, Alex",27,dm8
15150,"Tully, R. Brent",16,djj
15151,"Van Dyk, Schuyler D.",10,dm1
15152,"Van Dyk, Schuyler D.",3,dmf
15160,"Baker, Andrew",4,dl1
15162,"Blanchard, Peter",6,dkc
15163,"Chen, Hsiao-Wen",240,dnc
15166,"Filippenko, Alex V.",76,di1
15169,"Gregg, Michael D.",22,dl3
15170,"Gregg, Michael D.",162,dl8
15173,"Kalirai, Jason",4,dk9
15175,"Meyer, Eileen T",6,dj4
15177,"Nierenberg, Anna",21,dly
15181,"Rosario, David J. V.",36,djs
15182,"Sand, David J.",45,dhd
15183,"Sand, David J.",10,dhe
15186,"Thilker, David",15,dj5
15187,"Tilvi, Vithal",17,dn6
15191,"Meyer, Eileen T",6,dgl
15192,"Shappee, Benjamin John",9,dhc
15194,"Aloisi, Alessandra",17,dnd
15196,"Bowen, David V.",7,dgp
15197,"Bowler, Brendan",18,dky
15199,"Do, Tuan",3,dmo
15200,"Farrah, Duncan",8,djm
15201,"Fontanive, Clemence",72,dl2
15205,"Jha, Saurabh W.",14,djx
15208,"Sahai, Raghvendra",24,dnn
15212,"Trenti, Michele",1356,dq2
15213,"Trilling, David E.",142,dq3
15214,"Perlman, Eric S.",3,dlb
15215,"Bennert, Vardha N.",67,dh2
15216,"Blair, William P.",29,dk4
15222,"Arcavi, Iair",2,dii
15223,"Auger, Matthew",1,dg5
15224,"Banados, Eduardo",19,dhn
15226,"Boizelle, Benjamin",24,djq
15228,"Carlin, Jeffrey L",8,djw
15229,"Daddi, Emanuele",28,dk1
15230,"de Jong, Roelof S.",41,dlp
15231,"Ferraro, Francesco R.",10,dln
15232,"Ferraro, Francesco R.",16,dla
15235,"Harris, William Edgar",45,dkb
15236,"Hosseinzadeh, Griffin",1,dhi
15238,"Kraus, Adam L.",685,dnm
15241,"Larson, Kirsten L.",40,dod
15242,"Marchetti, Lucia",117,dmh
15243,"McQuinn, Kristen B W",12,dmn
15244,"Monelli, Matteo",56,djt
15245,"ODea, Christopher P.",28,dfq
15252,"Nicholl, Matt",3,dgy
15253,"Canameras, Raoul",8,dki
15254,"Chiaberge, Marco",12,dfs
15256,"Fransson, Claes",2,djd
15257,"Hartigan, Patrick",1,dgi
15258,"Mihos, Chris",10,dkj
15260,"Trump, Jonathan R",165,diy
15263,"Bentz, Misty C.",5,dgo
15265,"Blakeslee, John P.",28,dfr
15266,"Cai, Zheng",32,dgr
15267,"Canning, Rebecca E. A.",37,diz
15270,"Dupuy, Trent J.",8,dil
15271,"Ferguson, Harry C.",4,dmy
15272,"Folatelli, Gaston",3,dkr
15275,"Gilbert, Karoline",95,dn0
15276,"Goobar, Ariel",7,dfp
15277,"Greco, Johnny P",18,dhk
15278,"Jansen, Rolf A.",27,dkq
15279,"Johnson, Sean",61,dga
15282,"Lilly, Simon J.",12,dfo
15283,"Mackenzie, Ruari",2,dk0
15287,"Shapley, Alice E.",87,dia
15288,"Sing, David K.",10,dps
15290,"Sun, Ming",1,dh5
15294,"Wilson, Gillian",13,dmz
15296,"Dupuy, Trent J.",18,dib
15301,"Carone, Ludmila",201,dfn
15302,"Collins, Michelle L.M.",32,djy
15303,"DAndrea, Chris",17,diq
15304,"de Wit, Julien",232,dhs
15307,"Gladders, Michael D.",244,dgb
15308,"Gonzalez, Anthony Hernan",12,dgs
15311,"Kochanek, Chris S.",2,djc
15315,"McDonald, Michael A.",6,dh9
15317,"Platais, Imants",50,dir
15318,"Sahu, Kailash C.",19,dju
15319,"Secrest, Nathan",4,dip
15320,"Treu, Tommaso L.",39,dgc
15323,"Walsh, Jonelle L.",56,dja
15324,"Wiklind, Tommy",1,dj7
15325,"Wong, Kenneth",2,di0
15329,"Berger, Edo",13,dpm
15330,"Calzetti, Daniela",19,dny
15332,"Crnojevic, Denija",4,dm2
15333,"Crossfield, Ian",930,dmi
15334,"Da Rio, Nicola",40,dje
15336,"Ferguson, Annette",82,djf
15337,"Fesen, Robert A.",11,dg8
15346,"Kasliwal, Mansi",5,dp9
15347,"Levan, Andrew James",3,e6j
15348,"Levan, Andrew James",24,dma
15349,"Levan, Andrew James",11,dnx
15354,"Sabbi, Elena",2,di6
15355,"Suzuki, Nao",55,do2
15361,"Fesen, Robert A.",2,dgm
15362,"Sabbi, Elena",15,dhb
15363,"Suzuki, Nao",137,dpq
15364,"Bellini, Andrea",11,dkg
15375,"Zappacosta, Luca",2,dpr
15376,"Worrall, Diana",2,dpt
15377,"Bayliss, Matthew",10,dpv
15378,"Bayliss, Matthew",8,dpw
15399,"Calamida, Annalisa",11,dr0
15400,"Stevenson, Kevin",48,dqm
15403,"Pallanca, Cristina",2,dqe
15408,"MacKenty, John W.",7,drs
15410,"Neeleman, Marcel",4,drn
15414,"Naidu, Rohan",5,dr9
15415,"Graur, Or",2,dqu
15416,"Rafelski, Marc",2,dqy
15417,"Peng, Eric W.",2,dre
15418,"Dahle, Haakon",2,dri
15420,"Spiniello, Chiara",2,drh
15426,"Crnojevic, Denija",4,drg
15427,"Schombert, James M.",16,dr5
15428,"Hedges, Christina Louise",80,drd
15435,"Chisholm, John",4,dr8
15436,"Suess, Katherine",6,dro
15441,"Lin, Dacheng",1,dru
15443,"Dupke, Renato A.",3,drt
15444,"Barth, Aaron J.",198,drw
15445,"Keel, William Clifford",166,ds4
15446,"Dalcanton, Julianne",203,drz
15449,"Mutchler, Max",16,dry
15450,"Buie, Marc W.",4,ds6
15455,"Bennett, David P.",6,dsa
15464,"Long, Arianna",10,dt1
15466,"Ebeling, Harald",4,dss
15467,"Erb, Dawn K.",5,dt8
15468,"Faherty, Jacqueline Kelly",12,dt7
15469,"Nikolov, Nikolay",167,dt0
15470,"Scarlata, Claudia",7,dsw
15472,"Evans, Aaron S.",10,dsy
15475,"Nayyeri, Hooshang",1,dt2
15476,"Weisz, Daniel R.",8,dt3
15477,"Smith, Russell Julian",2,dsl
15480,"Husemann, Bernd",10,dsn
15482,"Lyman, Joseph",4,dsm
15491,"Bedin, Luigi R.",124,dtg
15495,"Meyer, Eileen T",1,dvv
15496,"Blanchard, Peter",3,dw2
15498,"Do, Tuan",3,dvu
15499,"Fruchter, Andrew S.",5,duf
15503,"Fransson, Claes",2,dvt
15507,"Sohn, Sangmo Tony",8,due
15508,"Dupuy, Trent J.",8,dw7
15510,"Tanvir, Nial Rahil",14,dwb
15513,"Sahu, Kailash C.",13,dzi
15514,"Sabbi, Elena",12,dvn
15515,"Fesen, Robert A.",9,dwn
15518,"Suzuki, Nao",57,dxx
15522,"Chiaberge, Marco",7,dw0
15526,"Bellini, Andrea",15,duo
15561,"Carlberg, Joleen",4,dvi
15582,"Deustua, Susana E.",2,dw1
15585,"Dressel, Linda L.",30,dvp
15586,"Pirzkal, Norbert",6,dvo
15587,"Pirzkal, Norbert",6,dvj
15593,"Kozhurina-Platais, Vera",9,dv7
15594,"Kozhurina-Platais, Vera",40,dva
15596,"Smith, Nathan",1,dtl
15597,"Mutchler, Max",1,dth
15600,"Foley, Ryan",12,du3
15603,"Debes, John Henry",4,dw9
15606,"Margutti, Raffaella",2,dwv
15607,"Reines, Amy E.",21,dwm
15608,"Ebeling, Harald",10,dx4
15609,"Fabbiano, Giuseppina",1,dwj
15610,"Randall, Scott",4,dwt
15613,"Fruchter, Andrew S.",2,dwe
15615,"Sell, Paul H",5,dwx
15616,"Homan, Jeroen",2,dww
15628,"Biller, Beth",124,dxq
15630,"Bastian, Nate",13,dxz
15637,"Rafelski, Marc",183,dxj
15640,"Riess, Adam",188,dxb
15642,"Freedman, Wendy L.",32,dy0
15643,"Hayes, Matthew James",21,dxv
15644,"Perley, Daniel",20,dxm
15645,"Sand, David J.",42,dxk
15647,"Teplitz, Harry",240,dxf
15649,"Chandar, Rupali",39,dy4
15650,"Homayouni, Yasaman",113,dxp
15652,"Treu, Tommaso L.",57,dxo
15654,"Lee, Janice",324,dxr
15658,"Sohn, Sangmo Tony",20,dxd
15661,"McDonald, Michael A.",8,dxh
15663,"Akhshik, Mohammad",66,dxu
15664,"Levan, Andrew James",1,e4k
15667,"Yusef-Zadeh, Farhad",3,dyl
15670,"Boehringer, Hans",6,dyb
15671,"Dupke, Renato A.",9,dyg
15675,"Fruchter, Andrew S.",9,dyq
15676,"Posselt, Bettina",2,dyu
15683,"Trilling, David E.",32,dyn
15684,"Levan, Andrew James",10,dyo
15685,"Vanderburg, Andrew",342,dyp
15686,"Graur, Or",2,dys
15690,"Bhattacharya, Aparna",6,dzh
15691,"Kilpatrick, Charles",4,dz8
15692,"Faisst, Andreas L",12,dzd
15693,"Graur, Or",8,dz0
15695,"van Dokkum, Pieter",10,dz5
15696,"Carton, David",4,dz4
15697,"Finkelstein, Steven L.",2,dzg
15698,"Beatty, Thomas G.",210,dz2
15701,"Chapman, Scott C.",6,dz6
15702,"Morishita, Takahiro",4,dzf
15705,"Sahu, Kailash C.",5,dz3
15707,"Jahnke, Knud",2,dz7
15708,"Levan, Andrew James",5,dz9
15709,"Nicholl, Matt",2,dyy
15727,"Pirzkal, Norbert",6,e0w
15728,"Pirzkal, Norbert",6,e0v
15733,"Kozhurina-Platais, Vera",6,e88
15750,"Carlberg, Joleen",10,e5c
15756,"Grogin, Norman",1,dzu
15760,"Chiaberge, Marco",6,e5v
15764,"Hathi, Nimish P.",38,e64
15811,"Casey, Caitlin M.",19,e39
15814,"Mikal-Evans, Thomas",233,e53
15816,"Maiz Apellaniz, Jesus",1,e3f
15818,"Milisavljevic, Dan",1,e3q
15819,"Patience, Jenny",14,e42
15823,"Smith, Nathan",1,e2w
15829,"Yang, Jinyi",24,e38
15830,"Zhou, Yifan",36,e2v
15831,"Bayliss, Matthew",16,e23
15832,"Bianchi, Luciana C.",25,e1u
15838,"Spake, Jessica",12,e4a
15842,"Coe, Dan",18,e4y
15843,"Ebeling, Harald",117,e28
15844,"Ebeling, Harald",51,e4q
15849,"Shen, Yue",100,e2k
15850,"van Dokkum, Pieter",3,e57
15851,"van Dokkum, Pieter",38,e56
15853,"Van Dyk, Schuyler D.",1,e26
15855,"Andrews, Jennifer",5,e31
15857,"Bellini, Andrea",127,e0o
15858,"Bennet, Paul",16,e2y
15860,"Elmegreen, Bruce",12,e05
15862,"Finkelstein, Steven L.",14,e3d
15863,"Gomez, Sebastian",4,e2s
15867,"Huang, Xiaosheng",53,e50
15872,"Steinhardt, Charles Louis",2,e30
15874,"Spekkens, Kristine",8,e3e
15875,"Beaton, Rachael Lynn",26,e9n
15877,"Levesque, Emily",60,e3y
15878,"Prochaska, Jason X.",3,e0c
15879,"Riess, Adam",40,e37
15882,"Kanekar, Nissim",4,e0b
15883,"Schrabback, Tim",8,dzw
15884,"Bedin, Luigi R.",12,e1m
15886,"Fong, Wen-fai",10,e55
15888,"Guenther, Hans Moritz",16,e6z
15889,"Jha, Saurabh W.",110,e54
15891,"Murray, Claire E.",235,e9m
15894,"Do, Tuan",1,e3r
15900,"Hwang, Hsiang-Chih",166,e3b
15901,"Weisz, Daniel R.",56,e4l
15902,"Weisz, Daniel R.",512,e4n
15903,"Wood, Brian Erland",2,e2d
15909,"Boizelle, Benjamin",65,e41
15910,"Daddi, Emanuele",5,e02
15911,"del Pino Molina, Andres",6,e0i
15912,"Johnson, Lent Clifton",80,e4t
15917,"McQuinn, Kristen B W",44,e5i
15919,"Riechers, Dominik A.",3,e1r
15920,"Salmon, Brett",4,e5a
15922,"Tully, R. Brent",164,e0y
15923,"Vegetti, Simona",27,e5h
15924,"Vos, Johanna",25,e2m
15928,"Fransson, Claes",2,e22
15930,"Conroy, Charlie",36,e2r
15931,"Bowler, Rebecca A A",2,e2h
15932,"Boyer, Martha L.",118,e0x
15933,"Brown, Thomas M.",14,e0n
15936,"Kelly, Patrick",96,e4m
15937,"Mahler, Guillaume",13,e2z
15938,"Mutlu-Pakdil, Burcin",20,e3w
15939,"Peroux, Celine",47,e4i
15940,"Ribeiro, Bruno",20,e3u
15944,"Dupuy, Trent J.",8,e4o
15945,"Cordoni, Giacomo",4,e21
15947,"Apai, Daniel",31,e2x
15949,"Gladders, Michael D.",31,e2u
15950,"Gonzalez, Anthony Hernan",3,e0g
15952,"Jones, Olivia",16,e35
15953,"Kastner, Joel H.",4,e3o
15956,"Sahu, Kailash C.",10,e34
15958,"Vergani, Susanna",2,e06
15959,"Zitrin, Adi",11,e3n
15960,"Sahu, Kailash C.",11,e4f
15961,"Sahu, Kailash C.",4,e4d
15964,"Berger, Edo",12,e01
15966,"Chisholm, John",6,e4r
15968,"Fossati, Matteo",2,e08
15969,"Fu, Guangwei",71,e2g
15970,"Grier, Catherine J",52,e1n
15974,"Levan, Andrew James",4,e45
15975,"Liu, Xin",13,e47
15977,"Oesch, Pascal",12,e0z
15979,"Levan, Andrew James",5,e46
15980,"Levan, Andrew James",16,e4j
15982,"Reinhart, Merle",7,dzv
15990,"Antoniou, Vallia",8,e6w
15994,"Blanton, Elizabeth",4,e6n
15995,"Kharb, Preeti",8,e6s
15996,"Pooley, David A.",4,e6t
15997,"Canning, Rebecca E. A.",8,e6q
16001,"Gitti, Myriam",1,e6v
16002,"Sell, Paul H",14,e6r
16004,"Do, Tuan",3,e6e
16005,"Trenti, Michele",35,e7v
16014,"Bennert, Vardha N.",3,e70
16015,"Marchetti, Lucia",27,e78
16016,"Johnson, Sean",10,e72
16017,"Gladders, Michael D.",42,e75
16019,"Levan, Andrew James",14,e77
16021,"Shanahan, Clare",8,e7l
16024,"Filippenko, Alex V.",14,e74
16025,"Gregg, Michael D.",71,e76
16030,"Calamida, Annalisa",8,e7h
16031,"Bajaj, Varun",6,e7r
16036,"Zhou, Yifan",15,e82
16037,"Stefanon, Mauro",8,e81
16038,"McDonald, Michael A.",2,e7n
16039,"Sing, David K.",6,e8b
16042,"Levan, Andrew James",10,e8a
16047,"Bregman, Joel N.",4,e7w
16048,"McQuinn, Kristen B W",12,e84
16051,"Levan, Andrew James",4,e7k
16055,"Karovska, Margarita",1,e87
16062,"Miniutti, Giovanni",1,e8k
16063,"Koss, Michael J",4,e95
16064,"Pavlov, George G.",2,e8n
16067,"Bennett, David P.",6,e8j
16068,"Maccarone, Thomas J.",9,eh7
16072,"Tendulkar, Shriharsh",2,e8q
16075,"Jacobson-Galan, Wynn Vicente",4,e98
16076,"Oates, Samantha",1,e99
16078,"Sand, David J.",6,e90
16080,"Mannings, Alexandra",3,e8u
16081,"Rhoads, James",6,e9b
16082,"Mueller, Oliver",2,e8w
16086,"Lothringer, Joshua D.",5,e91
16104,"Roman-Duval, Julia Christine",15,egx
16117,"Reinhart, Merle",1,e9q
16162,"Boyer, Martha L.",151,ed3
16165,"Fox, Ori Dosovitz",14,edu
16172,"Smith, Nathan",7,ed0
16173,"Tremblay, Grant R.",66,edn
16177,"Calamida, Annalisa",10,eaa
16179,"Filippenko, Alex V.",74,eb3
16181,"Kreidberg, Laura",56,ee8
16184,"Seymour, Nicholas",9,ebt
16185,"Smercina, Adam",33,ee9
16186,"van der Burg, Remco",3,ea3
16187,"Wang, Feige",29,ebe
16191,"Smercina, Adam",93,eea
16194,"Desert, Jean-Michel",276,ed1
16198,"Riess, Adam",80,ebi
16200,"Sahu, Kailash C.",13,ed2
16201,"Spilker, Justin",4,ebq
16206,"Sahu, Kailash C.",1,eaw
16209,"Hayes, Matthew James",4,edi
16215,"Gomez, Sebastian",3,e9w
16220,"Beatty, Thomas G.",5,e9v
16222,"Clark, Christopher",4,ean
16223,"Gullieuszik, Marco",26,edv
16226,"Fu, Sal Wanying",12,ebl
16229,"Fontanive, Clemence",41,eay
16232,"Sahai, Raghvendra",5,eev
16234,"Jha, Saurabh W.",53,eel
16235,"Murray, Claire E.",156,ehs
16237,"Chapman, Scott C.",3,eew
16239,"Foley, Ryan",114,eec
16241,"Koss, Michael J",66,eag
16243,"Marocco, Federico",17,eer
16244,"Mathieu, Robert D.",1,ees
16245,"Oestlin, Goeran",14,eet
16246,"Revalski, Mitchell",13,ebn
16247,"Scalco, Michele",3,ebd
16248,"Spilker, Justin",8,ebr
16249,"Tremblay, Pier-Emmanuel",99,ebo
16250,"Yuan, Wenlong",24,ebs
16251,"Sahu, Kailash C.",1,edb
16252,"Jansen, Rolf A.",23,eex
16255,"Dalessandro, Emanuele",2,ecc
16257,"Marleau, Francine",72,ece
16258,"Mazzucchelli, Chiara Giulia",8,ecj
16259,"Momcheva, Ivelina G",192,edw
16262,"Tully, R. Brent",69,edy
16264,"Pierel, Justin",16,ebc
16265,"Larsson, Josefin",2,eb9
16268,"Dupuy, Trent J.",22,ee1
16269,"Jones, David",114,edh
16273,"Sohn, Sangmo Tony",17,ea6
16274,"Sohn, Sangmo Tony",14,e9t
16275,"Tanvir, Nial Rahil",5,ed9
16276,"Wang, Xin",70,ecu
16277,"Brown, Thomas M.",9,e9y
16278,"Kelly, Patrick",108,ecd
16281,"Chiaberge, Marco",86,ecs
16282,"Correnti, Matteo",2,ecg
16283,"DAntona, Francesca",70,eav
16284,"Danieli, Shany",2,edd
16287,"Lyman, Joseph",105,ebj
16289,"Milone, Antonino Paolo",84,eau
16291,"Tremonti, Christy A.",8,ef2
16292,"Choi, Yumi",14,ed4
16293,"Choi, Yumi",18,ecl
16294,"Eggen, Nathan",4,edt
16295,"Harikane, Yuichi",8,ec9
16298,"Libralato, Mattia",30,eaz
16300,"Noble, Allison",5,eco
16302,"Wu, Ya-Lin",72,ec3
16303,"Berger, Edo",10,es0
16307,"Fu, Guangwei",70,eap
16312,"Karovska, Margarita",1,eao
16316,"Sabbi, Elena",27,ec0
16320,"Levan, Andrew James",6,ecx
16352,"Carlberg, Joleen",8,efs
16358,"Beaton, Rachael Lynn",22,eha
16359,"Guenther, Hans Moritz",104,ehc
16361,"Ferraro, Francesco R.",18,edx
16380,"Chiaberge, Marco",6,eg0
16384,"Cohen, Yotam",38,ee3
16392,"Green, Paul J.",1,eh5
16407,"Som, Debopam",12,egh
16408,"Som, Debopam",22,egi
16413,"Kozhurina-Platais, Vera",12,eg9
16415,"Calamida, Annalisa",7,ege
16416,"Calamida, Annalisa",8,egg
16420,"Homan, Jeroen",2,eh6
16423,"Baldassare, Vivienne",18,eh3
16424,"Sun, Ming",3,egq
16425,"Mahler, Guillaume",16,eh4
16426,"Romani, Roger",1,egt
16427,"Levan, Andrew James",22,eh8
16428,"Ebeling, Harald",1,egr
16429,"Rossetti, Mariachiara",5,eh9
16434,"Britt, Christopher",7,ehh
16435,"Britt, Christopher",5,ehe
16441,"Anderson, Jay",8,ehr
16443,"Momcheva, Ivelina G",281,ehn
16444,"Dahle, Haakon",4,eie
16450,"Lothringer, Joshua D.",148,ei6
16453,"McQuinn, Kristen B W",16,ehz
16457,"Edwards, Billy",68,ei7
16458,"Levan, Andrew James",2,eho
16459,"Larsen, Soeren S.",2,ehx
16460,"Yue, Minghao",2,ei3
16461,"Somalwar, Jean",8,ehy
16464,"Chisholm, John",8,ei5
16473,"Kozhurina-Platais, Vera",10,eio
16483,"Breiding, Peter",7,eix
16484,"Stark, Antony A.",4,ej0
16485,"Yoon, Ilsang",1,ej1
16488,"Zohren, Hannah",20,eiu
16497,"Graur, Or",26,eje
16500,"Jacobson-Galan, Wynn Vicente",3,ejn
16504,"Rosenthal, Michael Jacob",2,ejo
16505,"Levan, Andrew James",1,ejb
16506,"Witstok, Joris",4,ejm
16507,"Yue, Minghao",1,ejd
16508,"Jencson, Jacob",6,ejk
16509,"Terry, Sean",4,ejc
16512,"Bajaj, Varun",8,ejw
16513,"Roman-Duval, Julia Christine",4,ejz
16514,"Bohlin, Ralph C.",21,ejt
16518,"Dressel, Linda L.",4,ek9
16520,"Hathi, Nimish P.",15,elq
16559,"Hernandez, Svea S",2,elc
16579,"Calamida, Annalisa",7,emg
16580,"Calamida, Annalisa",4,elz
16583,"Som, Debopam",22,ele
16588,"Kozhurina-Platais, Vera",6,em4
16641,"Egami, Eiichi",15,eq7
16649,"Smith, Nathan",4,eqe
16653,"Bedin, Luigi R.",5,eml
16657,"Fremling, Christoffer",48,ep3
16660,"Quinn, Samuel",143,eqo
16661,"Reines, Amy E.",4,enj
16662,"Seymour, Nicholas",8,enk
16664,"Tendulkar, Shriharsh",3,em7
16667,"Bradac, Marusa",107,eou
16668,"Coe, Dan",4,eov
16670,"Ebeling, Harald",135,enq
16671,"Elias-Rosa, Nancy",12,enp
16681,"Do, Tuan",1,eop
16684,"Lemaux, Brian",157,enn
16688,"Anderson, Richard I",4,eoc
16691,"Foley, Ryan",66,erg
16693,"Overzier, Roderik A.",3,eo4
16702,"Appleton, Philip N.",4,epb
16706,"Gezari, Suvi",68,ep7
16711,"Marleau, Francine",40,enm
16716,"Sahu, Kailash C.",17,epz
16725,"Dupuy, Trent J.",3,emo
16729,"Kelly, Patrick",248,epl
16730,"Lehner, Nicolas",61,eq4
16733,"Rigby, Jane R.",2,eo2
16734,"Scarlata, Claudia",14,ep2
16735,"Schneider, Adam",11,em9
16736,"Sing, David K.",5,epf
16740,"Farina, Emanuele Paolo",5,eqb
16741,"Galbany, Lluis",74,epo
16742,"Ho, Stephanie H.",14,eoa
16743,"Hoyt, Taylor",8,eq9
16744,"Huang, Caroline",6,eq6
16746,"Mackey, Dougal",2,epn
16748,"Niederhofer, Florian",17,epp
16749,"Nielsen, Nikki",2,eq0
16756,"Eilers, Anna-Christina",10,emm
16757,"Gonzalez, Anthony Hernan",44,eny
16758,"Jones, Michael Gordon",20,emf
16760,"Lam, Casey",2,eos
16761,"Meyer, Eileen T",29,epx
16762,"Mihos, Chris",12,eog
16766,"Schulze, Steve",8,env
16768,"Tinyanont, Samaporn",7,eon
16773,"Glazebrook, Karl",139,enh
16782,"Sahu, Kailash C.",2,eoj
16792,"Brown, Thomas M.",5,eni
16793,"Jansen, Rolf A.",18,emn
16797,"Williams, Benjamin F.",85,eps
16798,"Williams, Benjamin F.",76,ept
16799,"Williams, Benjamin F.",75,epu
16800,"Williams, Benjamin F.",72,epv
16836,"Buote, David",2,er9
16838,"Fruchter, Andrew S.",2,erj
16843,"Reines, Amy E.",16,erc
16845,"Sun, Ming",3,era
16846,"Troja, Eleonora",1,erb
16848,"Britt, Christopher",5,eqx
16863,"Anderson, Jay",5,esi
16864,"Bajaj, Varun",8,es1
16870,"Chiaberge, Marco",3,eru
16871,"Anderson, Jay",10,ert
16872,"Grogin, Norman",40,erw
16876,"Erb, Dawn K.",8,esh
16879,"Stefanon, Mauro",8,es4
16882,"Taylor, Matthew",10,es6
16883,"Lyman, Joseph",4,esb
16884,"Graur, Or",8,es2
16885,"Graur, Or",4,esl
16889,"Kanekar, Nissim",1,ese
16892,"Liu, Xin",11,es8
16894,"Neilsen, Joseph",4,et4
16903,"Graur, Or",3,esq
16911,"Cenko, Stephen Bradley",2,etg
16927,"Volk, Kevin",2,etl
17065,"Cantalupo, Sebastiano",12,f0w
17091,"Faisst, Andreas L",33,f0z
17110,"Setton, David",52,ezd
17117,"Koyama, Yusei",21,f15
17143,"Ding, Xuheng",12,exo
17147,"Scarlata, Claudia",163,f2g
17159,"Wang, Xin",12,exi
17172,"Canning, Rebecca E. A.",27,eyu
17231,"Treu, Tommaso L.",7,f1g
17253,"Kelly, Patrick",4,f2e
17301,"van Dokkum, Pieter",12,f3x
